Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfication Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn_Category
8630-FJLIB,1,Female,44,No,No,NaN,Yes,2,United States,California,Los Angeles,NaN,"34.108455, -118.362081",34.108455,-118.362081,3,Q3,Yes,10,16,Offer D,NaN,7.14,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,301.55,0,0,114.24,NaN,0
1850-AKQEP,1,Male,24,Yes,No,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Yes,5,43,Offer B,Yes,48.1,Yes,Yes,DSL,51,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,NaN,71.9,3173.35,NaN,0,2068.3,5241.65,0
2153-MREFK,1,Male,35,No,No,No,No,0,United States,NaN,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,3,Q3,No,0,30,Offer C,Yes,47.06,No,Yes,Cable,24,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,55.65,1653.85,0,0,1411.8,NaN,0
8313-NDOIA,1,NaN,62,No,No,No,Yes,1,NaN,California,San Bernardino,92405,"34.142747, -117.300864",34.142747,-117.300864,NaN,NaN,No,0,61,Offer B,Yes,32.05,Yes,No,None,0,No,No,No,No,No,No,No,NaN,Two Year,Yes,Credit Card,NaN,NaN,0,0,1955.05,3453.4,0
2703-AMTUL,1,Female,60,No,No,No,No,0,United States,California,Rancho Santa Fe,92067,"33.012751, -117.200617",33.012751,NaN,NaN,NaN,NaN,0,17,None,NaN,22.61,NaN,Yes,Fiber Optic,19,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,NaN,0,0,NaN,1713.52,0
5789-LDFXO,1,Female,NaN,No,No,No,No,0,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,3,Q3,No,NaN,4,None,Yes,27.57,No,Yes,NaN,27,No,NaN,No,NaN,NaN,No,No,Yes,Month-to-Month,Yes,NaN,79,303.15,0,0,110.28,413.43,2
4522-AKYLR,1,Female,49,No,No,No,No,0,United States,California,Fremont,94555,"37.555473, -122.080312",37.555473,-122.080312,3,Q3,No,0,1,None,Yes,43.06,NaN,Yes,Fiber Optic,9,Yes,Yes,No,Yes,NaN,No,No,Yes,NaN,Yes,Credit Card,NaN,83.4,0,0,43.06,126.46,2
5168-MQQCA,1,Female,23,Yes,No,NaN,No,0,United States,California,NaN,94920,"37.885629, -122.46858",37.885629,-122.46858,NaN,Q3,No,NaN,6,None,Yes,34.42,Yes,Yes,Fiber Optic,42,No,NaN,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.75,552.65,NaN,60,206.52,819.17,0
2121-JAFOM,1,Male,39,No,No,Yes,No,NaN,United States,California,NaN,NaN,NaN,41.505916,-120.152505,3,NaN,Yes,10,67,None,NaN,0,No,Yes,DSL,6,NaN,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,NaN,NaN,0,0,0,3521.7,3
1732-FEKLD,1,Female,51,No,No,No,No,0,United States,California,King City,93930,NaN,36.220761,-120.980777,3,NaN,No,0,64,None,Yes,44.31,NaN,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,NaN,Bank Withdrawal,115.1,7334.05,NaN,NaN,2835.84,10169.89,0
6860-YRJZP,NaN,Female,21,NaN,No,Yes,No,0,United States,California,Duarte,91010,"34.145695, -117.95982",34.145695,NaN,3,NaN,Yes,7,11,None,Yes,1.92,No,No,None,0,No,No,No,No,No,No,No,No,One Year,NaN,Credit Card,20.6,233.9,0,0,21.12,255.02,0
8070-AAWZP,1,Male,56,No,NaN,Yes,Yes,3,NaN,California,Pollock Pines,95726,"38.733908, -120.453416",NaN,-120.453416,5,NaN,Yes,2,38,None,Yes,NaN,Yes,Yes,Cable,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,NaN,78.95,NaN,0,NaN,519.46,3382.01,1
7766-CLTIC,1,Female,70,No,Yes,No,No,NaN,United States,California,Perris,NaN,NaN,33.787298,-117.320676,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
5067-XJQFU,1,Male,46,No,No,No,No,0,United States,California,Groveland,NaN,"37.902968, -119.667544",37.902968,-119.667544,5,NaN,No,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0,0,NaN,276.21,1
4847-QNOKA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,5,Q3,NaN,3,41,None,Yes,20.41,Yes,Yes,NaN,NaN,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.1,4454.25,0,0,836.81,5291.06,0
0807-ZABDG,NaN,Male,44,No,No,Yes,NaN,NaN,United States,California,Garden Grove,92840,"33.787165, -117.931889",33.787165,-117.931889,3,Q3,Yes,7,44,NaN,Yes,32.22,NaN,No,NaN,0,No,No,No,No,No,No,No,No,NaN,No,Bank Withdrawal,24.85,1013.6,0,0,1417.68,2431.28,0
7233-IOQNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1384-RCUXW,1,Female,33,No,No,NaN,No,0,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,NaN,5,Q3,No,0,36,None,Yes,44.87,NaN,NaN,Cable,8,Yes,Yes,Yes,Yes,Yes,NaN,No,Yes,NaN,Yes,Credit Card,76.35,2606.35,0,0,1615.32,4221.67,0
9968-FFVVH,1,Male,NaN,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,No,0,1,None,Yes,14.65,No,Yes,Cable,15,No,No,Yes,Yes,NaN,No,No,Yes,Month-to-Month,No,Credit Card,NaN,55.05,0,0,14.65,69.7,0
7989-CHGTL,1,Female,24,Yes,No,No,No,0,United States,California,Delhi,95315,"37.422961, -120.765493",37.422961,-120.765493,NaN,Q3,NaN,0,1,Offer E,NaN,26.12,No,No,None,0,NaN,No,NaN,No,No,No,No,No,Month-to-Month,NaN,Credit Card,20.5,NaN,NaN,0,26.12,46.62,0
8096-LOIST,1,Male,43,NaN,No,Yes,No,0,United States,California,Potter Valley,NaN,"39.408634, -123.045516",39.408634,-123.045516,4,NaN,NaN,1,72,Offer A,Yes,38.3,Yes,Yes,Fiber Optic,3,NaN,NaN,Yes,No,Yes,No,No,NaN,Two Year,Yes,Credit Card,97.95,7114.25,0,0,2757.6,NaN,0
5364-EVNIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Valencia,91354,NaN,NaN,NaN,NaN,Q3,No,0,17,None,Yes,33.68,No,Yes,DSL,14,Yes,Yes,NaN,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.5,934.15,0,0,572.56,1506.71,0
4789-KWMXN,NaN,Female,32,No,No,No,No,0,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501,-117.01611,NaN,Q3,No,0,72,Offer A,Yes,2.25,Yes,NaN,NaN,16,Yes,Yes,NaN,No,Yes,NaN,No,Yes,Two Year,NaN,Bank Withdrawal,101.3,7261.25,NaN,NaN,162,7423.25,0
1084-UQCHV,1,NaN,27,Yes,No,Yes,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,Q3,NaN,4,10,None,NaN,4.16,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,NaN,24.4,253.9,0,0,41.6,NaN,0
0788-DXBFY,1,Male,60,No,No,No,No,0,United States,California,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,5,Q3,No,0,3,NaN,NaN,49.63,NaN,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,NaN,0,148.89,402.69,0
6791-YBNAK,NaN,Female,34,No,No,NaN,No,0,United States,California,Twain,NaN,"40.022184, -121.062384",40.022184,-121.062384,3,Q3,NaN,1,1,None,Yes,11.08,No,Yes,NaN,13,No,No,No,NaN,No,No,NaN,Yes,NaN,Yes,Bank Withdrawal,69.8,69.8,0,0,11.08,80.88,2
4837-QUSFT,1,Female,50,No,No,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,Yes,2,72,Offer A,NaN,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,NaN,Yes,Yes,NaN,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0,0,2767.68,10771.48,0
5948-UJZLF,1,Female,68,NaN,Yes,Yes,No,0,United States,California,NaN,90063,"34.044271, -118.185237",34.044271,-118.185237,4,Q3,Yes,4,55,None,Yes,NaN,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,No,NaN,NaN,Yes,Two Year,No,Bank Withdrawal,NaN,5044.8,12.48,0,1250.7,6283.02,1
0913-XWSCN,1,Male,27,Yes,No,Yes,Yes,1,United States,California,Huron,93234,"36.217864, -120.080117",NaN,-120.080117,3,Q3,Yes,1,NaN,None,Yes,29.67,Yes,Yes,Fiber Optic,NaN,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,NaN,85.5,5696.6,0,0,2017.56,7714.16,5
1934-MKPXS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Hinkley,92347,"34.983808, -117.239306",34.983808,-117.239306,3,Q3,Yes,6,30,None,Yes,40,No,No,None,0,No,No,No,No,NaN,NaN,No,No,Two Year,No,Credit Card,21.25,711.9,NaN,NaN,1200,1911.9,4
6435-VWCCY,1,Female,39,No,No,Yes,Yes,2,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,4,Q3,Yes,3,6,None,Yes,49.45,NaN,Yes,DSL,10,No,NaN,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,297.35,0,0,296.7,594.05,2
0402-CQAJN,1,Female,69,No,Yes,NaN,No,0,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,1,Q3,NaN,NaN,1,None,Yes,NaN,NaN,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0,NaN,NaN,73.11,1
2359-KMGLI,1,Male,73,No,Yes,NaN,No,0,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,NaN,Q3,No,0,9,None,Yes,10.04,NaN,Yes,Fiber Optic,13,NaN,No,NaN,No,NaN,Yes,No,Yes,Month-to-Month,NaN,Bank Withdrawal,83.85,790.15,0,0,90.36,880.51,0
1010-DIAUQ,1,Female,51,No,No,NaN,No,0,United States,California,Sacramento,95837,"38.691607, -121.602284",38.691607,-121.602284,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
9391-EOYLI,1,Male,29,Yes,No,No,No,NaN,United States,California,Surfside,90743,"33.728273, -118.085304",33.728273,NaN,NaN,Q3,No,NaN,17,None,Yes,38.78,Yes,Yes,Fiber Optic,59,Yes,NaN,Yes,Yes,Yes,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,NaN,1672.1,0,NaN,NaN,2331.36,0
9447-YPTBX,1,Male,26,Yes,No,No,No,0,United States,California,Pleasant Hill,94523,"37.95338, -122.076886",37.95338,-122.076886,3,Q3,NaN,0,4,Offer E,Yes,34.69,No,Yes,DSL,NaN,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.75,245.15,0,0,138.76,383.91,0
7356-AYNJP,NaN,Male,45,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,No,0,32,None,Yes,25.21,NaN,Yes,Fiber Optic,26,No,No,NaN,Yes,NaN,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0,0,806.72,3990.12,0
3266-FTKHB,NaN,Male,48,No,No,No,No,0,United States,California,Modesto,95358,"37.612612, -121.108568",37.612612,NaN,3,Q3,NaN,0,26,None,Yes,40.35,No,Yes,Fiber Optic,13,NaN,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0,0,1049.1,3195.6,0
9909-IDLEK,1,Male,31,No,No,NaN,No,0,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257772,NaN,3,Q3,NaN,0,NaN,None,Yes,7.83,No,No,None,NaN,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,109.8,0,0,39.15,148.95,0
8065-BVEPF,1,Female,66,No,Yes,No,NaN,0,United States,California,NaN,90815,"33.797638, -118.11662",NaN,-118.11662,5,Q3,No,0,23,None,Yes,8.72,Yes,Yes,Fiber Optic,18,No,No,Yes,No,NaN,No,NaN,Yes,Two Year,Yes,Credit Card,79.35,1835.3,15.41,0,200.56,2020.45,0
7892-POOKP,1,Male,24,Yes,No,Yes,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,1,72,NaN,Yes,22.78,NaN,No,None,NaN,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.35,1354.4,NaN,NaN,1640.16,2994.56,0
8050-XGRVL,1,Male,NaN,No,No,NaN,No,0,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,NaN,Q3,NaN,1,66,NaN,NaN,25.83,Yes,Yes,Fiber Optic,24,No,Yes,NaN,No,No,Yes,NaN,Yes,One Year,No,Bank Withdrawal,95.3,6273.4,0,0,1704.78,7978.18,0
0668-OGMHD,1,Male,49,No,No,Yes,Yes,2,United States,California,NaN,91006,"34.137319, -118.029837",34.137319,NaN,3,Q3,Yes,7,72,Offer A,Yes,NaN,Yes,No,None,0,No,No,No,NaN,NaN,No,No,No,Two Year,NaN,NaN,NaN,1790.8,46.81,0,2010.96,3754.95,0
8755-OGKNA,NaN,Female,78,No,Yes,No,NaN,0,NaN,NaN,Indian Wells,92210,"33.537646, -116.291089",33.537646,NaN,3,Q3,No,0,1,Offer E,Yes,24.75,No,Yes,Fiber Optic,NaN,No,NaN,No,No,No,No,NaN,No,Month-to-Month,Yes,NaN,71.15,71.15,0,20,24.75,115.9,0
1818-ESQMW,1,NaN,NaN,NaN,Yes,NaN,No,0,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
9133-AYJZG,1,Male,32,No,No,No,No,0,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,1,Q3,No,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,NaN,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,98.05,713,0,0,64.75,NaN,0
7814-LEEVE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4570-QHXHL,1,NaN,25,NaN,NaN,Yes,Yes,3,United States,California,Calipatria,92233,"33.143826, -115.497485",NaN,-115.497485,4,Q3,Yes,6,32,None,Yes,48.49,Yes,Yes,Fiber Optic,NaN,Yes,No,No,NaN,Yes,NaN,NaN,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0,NaN,1551.68,4453.48,0
6022-UGGSO,1,Male,69,No,Yes,Yes,No,0,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.800671,-116.483363,3,Q3,Yes,7,69,None,No,0,No,Yes,NaN,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes,NaN,29.8,2134.3,NaN,0,0,2134.3,1
7446-YPODE,1,Male,71,No,Yes,Yes,No,0,NaN,California,Upland,91786,"34.105493, -117.660934",34.105493,-117.660934,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8399-YNDCH,1,Male,47,No,No,No,No,0,NaN,California,Standish,96128,"40.346634, -120.386422",40.346634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
5196-WPYOW,1,Male,28,Yes,No,No,No,0,NaN,NaN,Anaheim,92802,"33.807864, -117.923782",NaN,-117.923782,NaN,Q3,No,0,4,Offer E,Yes,43.77,NaN,Yes,DSL,NaN,No,No,NaN,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,44.8,NaN,0,0,175.08,351.28,0
7602-MVRMB,1,Male,NaN,No,NaN,Yes,No,0,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763,2,NaN,Yes,1,41,Offer B,Yes,45.04,Yes,Yes,Cable,29,No,Yes,NaN,Yes,Yes,NaN,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0,0,1846.64,6381.54,0
0856-NAOES,1,Male,76,No,Yes,Yes,No,0,United States,California,Hilmar,95324,"37.394536, -120.890747",37.394536,-120.890747,4,Q3,Yes,10,60,Offer B,Yes,17.05,No,Yes,NaN,21,No,Yes,Yes,No,Yes,NaN,NaN,Yes,One Year,Yes,Bank Withdrawal,97.95,NaN,0,0,1023,6890,0
5433-KYGHE,1,Female,48,NaN,No,Yes,No,0,NaN,California,Palomar Mountain,92060,"33.309852, -116.823091",NaN,-116.823091,5,Q3,NaN,5,68,Offer A,Yes,9.76,Yes,Yes,NaN,15,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0,150,663.68,6576.63,3
2999-AANRQ,1,Female,54,No,No,No,NaN,0,United States,California,Hilmar,NaN,"37.394536, -120.890747",NaN,-120.890747,3,Q3,No,NaN,NaN,None,NaN,9.52,NaN,Yes,Fiber Optic,4,No,NaN,Yes,Yes,NaN,Yes,NaN,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9,0,0,104.72,1104.62,1
2080-CAZNM,1,Female,29,Yes,No,No,No,0,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.24124,-120.054765,3,NaN,No,NaN,27,None,NaN,1.31,No,Yes,Cable,53,No,Yes,No,Yes,NaN,No,No,Yes,Month-to-Month,Yes,Mailed Check,NaN,1439.35,0,0,35.37,1474.72,1
1414-YADCW,NaN,Female,62,No,No,Yes,Yes,2,United States,NaN,NaN,93561,"35.073777, -118.652112",35.073777,-118.652112,3,Q3,Yes,8,29,None,Yes,5.35,Yes,No,NaN,0,NaN,NaN,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,692.55,0,0,155.15,847.7,0
7714-YXSMB,1,Male,44,No,No,No,Yes,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,NaN,Q3,No,0,1,Offer E,No,0,No,Yes,Cable,19,No,Yes,No,Yes,NaN,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0,50,0,83.6,0
3541-ZNUHK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Caruthers,NaN,"36.5276, -119.865999",36.5276,NaN,5,Q3,No,0,20,None,Yes,22.75,Yes,Yes,Cable,11,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,NaN,0,0,455,1825.35,0
7089-IVVAZ,1,Female,56,No,No,No,No,0,United States,California,Ballico,NaN,NaN,37.4695,-120.672724,4,Q3,NaN,0,46,Offer B,Yes,46.83,Yes,Yes,DSL,2,Yes,No,NaN,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,NaN,3593.8,0,0,2154.18,NaN,0
7817-BOQPW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,Q3,NaN,0,1,None,Yes,29.19,No,No,None,0,NaN,No,No,No,No,No,No,No,NaN,No,Credit Card,20.3,20.3,NaN,0,29.19,49.49,0
8496-EJAUI,1,Female,57,No,No,No,No,0,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,NaN,NaN,Q3,No,0,1,Offer E,Yes,15.92,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,NaN,0,0,15.92,NaN,1
8059-UDZFY,NaN,Female,55,No,No,Yes,NaN,0,NaN,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,4,Q3,Yes,1,4,None,No,NaN,No,Yes,DSL,29,No,No,NaN,No,NaN,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0,NaN,0,99.95,0
6266-QHOJZ,1,Male,22,Yes,No,No,No,0,United States,California,NaN,95549,NaN,40.664483,-123.865325,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
9643-YBLUR,1,Male,63,No,No,NaN,No,0,NaN,California,San Martin,95046,NaN,37.084697,-121.606417,3,Q3,Yes,1,25,None,NaN,NaN,No,Yes,NaN,4,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0,NaN,881.75,NaN,1
4829-ZLJTK,1,Male,61,No,No,Yes,NaN,0,United States,California,North Palm Springs,92258,"33.906496, -116.569499",NaN,-116.569499,2,NaN,Yes,1,7,None,Yes,5.13,No,NaN,NaN,4,No,No,Yes,NaN,NaN,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.7,340.25,0,0,35.91,NaN,0
2038-YSEZE,1,Male,59,No,No,NaN,No,0,United States,California,Mountain Center,92561,"33.638645, -116.55783",33.638645,-116.55783,NaN,Q3,NaN,0,33,NaN,Yes,NaN,No,NaN,Fiber Optic,NaN,No,Yes,Yes,No,No,NaN,No,Yes,NaN,NaN,Credit Card,NaN,NaN,0,0,581.79,NaN,4
6176-YJWAS,1,Male,28,NaN,No,No,No,0,NaN,California,Ivanhoe,93235,NaN,36.385818,-119.224243,1,Q3,No,NaN,1,Offer E,Yes,10.98,No,NaN,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,NaN,20.2,NaN,0,0,10.98,NaN,0
5366-OBVMR,1,Female,45,No,NaN,NaN,Yes,3,United States,California,Duncans Mills,95430,"38.445603, -123.063756",38.445603,-123.063756,4,NaN,Yes,5,71,None,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,NaN,114.6,8100.25,0,0,348.61,8448.86,0
7480-QNVZJ,1,Female,38,No,No,Yes,NaN,3,United States,California,NaN,90717,"33.794209, -118.317354",33.794209,-118.317354,2,Q3,Yes,5,4,None,Yes,42.71,No,Yes,DSL,NaN,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,NaN,Credit Card,56.5,NaN,0,0,170.84,405.94,0
6218-KNUBD,1,Female,32,No,No,Yes,Yes,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,6,68,None,Yes,16.09,Yes,Yes,Fiber Optic,53,No,Yes,No,NaN,Yes,NaN,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,0,0,1094.12,8133.57,0
9441-QHEVC,NaN,Female,62,NaN,No,No,NaN,0,NaN,California,NaN,95305,"37.818589, -120.256995",NaN,-120.256995,1,Q3,NaN,NaN,7,NaN,Yes,46.79,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,74.9,NaN,0,0,327.53,868.68,0
8751-EDEKA,1,Female,20,Yes,No,No,NaN,0,United States,California,Los Angeles,90026,"34.078991, -118.263804",NaN,-118.263804,4,Q3,NaN,0,1,None,Yes,10.05,NaN,Yes,Fiber Optic,51,No,No,No,No,NaN,No,No,No,Month-to-Month,NaN,Bank Withdrawal,70.25,70.25,0,10,10.05,90.3,0
3428-MMGUB,1,NaN,30,No,No,No,No,0,United States,California,Bakersfield,93308,"35.559617, -118.925185",35.559617,-118.925185,3,NaN,No,0,NaN,None,Yes,16.7,No,No,None,0,No,No,No,No,No,No,No,No,NaN,Yes,NaN,20.55,33.6,0,0,NaN,67,0
4530-NDRKU,1,Male,58,NaN,No,No,No,0,United States,NaN,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,NaN,2,Q3,No,0,2,None,Yes,11.75,No,Yes,Fiber Optic,4,NaN,NaN,No,No,No,No,No,Yes,Month-to-Month,Yes,NaN,67.75,116.65,0,0,23.5,140.15,0
7392-YYPYJ,1,NaN,39,No,No,No,No,0,United States,California,San Diego,92139,NaN,32.677716,-117.047666,5,Q3,No,0,43,Offer B,NaN,19.66,Yes,Yes,Fiber Optic,NaN,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,0,NaN,845.38,NaN,0
3096-WPXBT,1,Female,26,Yes,No,Yes,No,0,United States,California,Corona Del Mar,92625,"33.600987, -117.862734",33.600987,-117.862734,5,Q3,Yes,5,60,None,Yes,14,No,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,NaN,Yes,Two Year,Yes,Bank Withdrawal,80.6,4946.7,0,0,840,5786.7,1
1725-IQNIY,1,Male,42,No,NaN,Yes,Yes,NaN,United States,California,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,NaN,Q3,Yes,2,72,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,NaN,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0,0,NaN,8881.17,2
6173-ITPWD,1,Female,40,No,No,No,No,NaN,United States,NaN,Harbor City,90710,"33.798266, -118.300237",33.798266,-118.300237,NaN,NaN,NaN,0,41,Offer B,Yes,36.47,Yes,Yes,DSL,8,No,Yes,No,No,No,No,No,Yes,One Year,Yes,NaN,56.3,NaN,0,0,1495.27,3859.27,1
