Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category,,,,Churn_Category,Monthly_Charge
4789-KWMXN,NaN,Female,32,No,No,No,No,0,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501,-117.01611,NaN,Q3,No,0,72,Offer A,Yes,2.25,Yes,NaN,NaN,16,Yes,Yes,NaN,No,Yes,NaN,No,Yes,Two Year,NaN,Bank Withdrawal,101.3,7261.25,NaN,NaN,162,7423.25,0,,,,0,101.3
1084-UQCHV,1,NaN,27,Yes,No,Yes,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,Q3,NaN,4,10,None,NaN,4.16,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,NaN,24.4,253.9,0,0,41.6,NaN,0,,,,0,24.4
0788-DXBFY,1,Male,60,No,No,No,No,0,United States,California,Bakersfield,93306,"35.449881, -118.841442",35.449881,-118.841442,5,Q3,No,0,3,NaN,NaN,49.63,NaN,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,253.8,NaN,0,148.89,402.69,0,,,,0,80.35
6791-YBNAK,NaN,Female,34,No,No,NaN,No,0,United States,California,Twain,NaN,"40.022184, -121.062384",40.022184,-121.062384,3,Q3,NaN,1,1,None,Yes,11.08,No,Yes,NaN,13,No,No,No,NaN,No,No,NaN,Yes,NaN,Yes,Bank Withdrawal,69.8,69.8,0,0,11.08,80.88,2,,,,2,69.8
4837-QUSFT,1,Female,50,No,No,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,Yes,2,72,Offer A,NaN,38.44,Yes,Yes,Fiber Optic,16,No,Yes,Yes,NaN,Yes,Yes,NaN,Yes,One Year,Yes,Bank Withdrawal,108.5,8003.8,0,0,2767.68,10771.48,0,,,,0,108.5
5948-UJZLF,1,Female,68,NaN,Yes,Yes,No,0,United States,California,NaN,90063,"34.044271, -118.185237",34.044271,-118.185237,4,Q3,Yes,4,55,None,Yes,NaN,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,No,NaN,NaN,Yes,Two Year,No,Bank Withdrawal,NaN,5044.8,12.48,0,1250.7,6283.02,0,,,,0,NaN
0913-XWSCN,1,Male,27,Yes,No,Yes,Yes,1,United States,California,Huron,93234,"36.217864, -120.080117",NaN,-120.080117,3,Q3,Yes,1,NaN,None,Yes,29.67,Yes,Yes,Fiber Optic,NaN,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,NaN,85.5,5696.6,0,0,2017.56,7714.16,0,,,,0,85.5
1934-MKPXS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Hinkley,92347,"34.983808, -117.239306",34.983808,-117.239306,3,Q3,Yes,6,30,None,Yes,40,No,No,None,0,No,No,No,No,NaN,NaN,No,No,Two Year,No,Credit Card,21.25,711.9,NaN,NaN,1200,1911.9,0,,,,0,21.25
6435-VWCCY,1,Female,39,No,No,Yes,Yes,2,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,4,Q3,Yes,3,6,None,Yes,49.45,NaN,Yes,DSL,10,No,NaN,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.8,297.35,0,0,296.7,594.05,0,,,,0,48.8
0402-CQAJN,1,Female,69,No,Yes,NaN,No,0,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,1,Q3,NaN,NaN,1,None,Yes,NaN,NaN,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.55,50.55,0,NaN,NaN,73.11,2,,,,2,50.55
2359-KMGLI,1,Male,73,No,Yes,NaN,No,0,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,NaN,Q3,No,0,9,None,Yes,10.04,NaN,Yes,Fiber Optic,13,NaN,No,NaN,No,NaN,Yes,No,Yes,Month-to-Month,NaN,Bank Withdrawal,83.85,790.15,0,0,90.36,880.51,2,,,,2,83.85
9391-EOYLI,1,Male,29,Yes,No,No,No,NaN,United States,California,Surfside,90743,"33.728273, -118.085304",33.728273,NaN,NaN,Q3,No,NaN,17,None,Yes,38.78,Yes,Yes,Fiber Optic,59,Yes,NaN,Yes,Yes,Yes,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,NaN,1672.1,0,NaN,NaN,2331.36,0,,,,0,NaN
7356-AYNJP,NaN,Male,45,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,No,0,32,None,Yes,25.21,NaN,Yes,Fiber Optic,26,No,No,NaN,Yes,NaN,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0,0,806.72,3990.12,3,,,,3,96.2
7892-POOKP,1,Male,24,Yes,No,Yes,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,1,72,NaN,Yes,22.78,NaN,No,None,NaN,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.35,1354.4,NaN,NaN,1640.16,2994.56,0,,,,0,20.35
8050-XGRVL,1,Male,NaN,No,No,NaN,No,0,United States,California,Los Angeles,90025,"34.046174, -118.446333",34.046174,-118.446333,NaN,Q3,NaN,1,66,NaN,NaN,25.83,Yes,Yes,Fiber Optic,24,No,Yes,NaN,No,No,Yes,NaN,Yes,One Year,No,Bank Withdrawal,95.3,6273.4,0,0,1704.78,7978.18,0,,,,0,95.3
8755-OGKNA,NaN,Female,78,No,Yes,No,NaN,0,NaN,NaN,Indian Wells,92210,"33.537646, -116.291089",33.537646,NaN,3,Q3,No,0,1,Offer E,Yes,24.75,No,Yes,Fiber Optic,NaN,No,NaN,No,No,No,No,NaN,No,Month-to-Month,Yes,NaN,71.15,71.15,0,20,24.75,115.9,1,,,,1,71.15
1818-ESQMW,1,NaN,NaN,NaN,Yes,NaN,No,0,United States,California,Los Angeles,90018,"34.028735, -118.317236",34.028735,-118.317236,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
9133-AYJZG,1,Male,32,No,No,No,No,0,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,1,Q3,No,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,NaN,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,98.05,713,0,0,64.75,NaN,1,,,,1,98.05
7814-LEEVE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
6022-UGGSO,1,Male,69,No,Yes,Yes,No,0,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.800671,-116.483363,3,Q3,Yes,7,69,None,No,0,No,Yes,NaN,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes,NaN,29.8,2134.3,NaN,0,0,2134.3,0,,,,0,29.8
7446-YPODE,1,Male,71,No,Yes,Yes,No,0,NaN,California,Upland,91786,"34.105493, -117.660934",34.105493,-117.660934,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
8399-YNDCH,1,Male,47,No,No,No,No,0,NaN,California,Standish,96128,"40.346634, -120.386422",40.346634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
5196-WPYOW,1,Male,28,Yes,No,No,No,0,NaN,NaN,Anaheim,92802,"33.807864, -117.923782",NaN,-117.923782,NaN,Q3,No,0,4,Offer E,Yes,43.77,NaN,Yes,DSL,NaN,No,No,NaN,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,44.8,NaN,0,0,175.08,351.28,0,,,,0,44.8
0856-NAOES,1,Male,76,No,Yes,Yes,No,0,United States,California,Hilmar,95324,"37.394536, -120.890747",37.394536,-120.890747,4,Q3,Yes,10,60,Offer B,Yes,17.05,No,Yes,NaN,21,No,Yes,Yes,No,Yes,NaN,NaN,Yes,One Year,Yes,Bank Withdrawal,97.95,NaN,0,0,1023,6890,0,,,,0,97.95
2999-AANRQ,1,Female,54,No,No,No,NaN,0,United States,California,Hilmar,NaN,"37.394536, -120.890747",NaN,-120.890747,3,Q3,No,NaN,NaN,None,NaN,9.52,NaN,Yes,Fiber Optic,4,No,NaN,Yes,Yes,NaN,Yes,NaN,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9,0,0,104.72,1104.62,0,,,,0,94.2
7714-YXSMB,1,Male,44,No,No,No,Yes,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,NaN,Q3,No,0,1,Offer E,No,0,No,Yes,Cable,19,No,Yes,No,Yes,NaN,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0,50,0,83.6,0,,,,0,33.6
3541-ZNUHK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Caruthers,NaN,"36.5276, -119.865999",36.5276,NaN,5,Q3,No,0,20,None,Yes,22.75,Yes,Yes,Cable,11,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,NaN,0,0,455,1825.35,0,,,,0,68.9
7089-IVVAZ,1,Female,56,No,No,No,No,0,United States,California,Ballico,NaN,NaN,37.4695,-120.672724,4,Q3,NaN,0,46,Offer B,Yes,46.83,Yes,Yes,DSL,2,Yes,No,NaN,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,NaN,3593.8,0,0,2154.18,NaN,0,,,,0,NaN
7817-BOQPW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,Q3,NaN,0,1,None,Yes,29.19,No,No,None,0,NaN,No,No,No,No,No,No,No,NaN,No,Credit Card,20.3,20.3,NaN,0,29.19,49.49,0,,,,0,20.3
8496-EJAUI,1,Female,57,No,No,No,No,0,United States,California,Compton,90221,"33.885811, -118.206459",33.885811,NaN,NaN,Q3,No,0,1,Offer E,Yes,15.92,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,NaN,0,0,15.92,NaN,2,,,,2,70.3
8059-UDZFY,NaN,Female,55,No,No,Yes,NaN,0,NaN,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,4,Q3,Yes,1,4,None,No,NaN,No,Yes,DSL,29,No,No,NaN,No,NaN,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0,NaN,0,99.95,0,,,,0,25.15
9643-YBLUR,1,Male,63,No,No,NaN,No,0,NaN,California,San Martin,95046,NaN,37.084697,-121.606417,3,Q3,Yes,1,25,None,NaN,NaN,No,Yes,NaN,4,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0,NaN,881.75,NaN,1,,,,1,90.4
4829-ZLJTK,1,Male,61,No,No,Yes,NaN,0,United States,California,North Palm Springs,92258,"33.906496, -116.569499",NaN,-116.569499,2,NaN,Yes,1,7,None,Yes,5.13,No,NaN,NaN,4,No,No,Yes,NaN,NaN,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.7,340.25,0,0,35.91,NaN,5,,,,5,48.7
6176-YJWAS,1,Male,28,NaN,No,No,No,0,NaN,California,Ivanhoe,93235,NaN,36.385818,-119.224243,1,Q3,No,NaN,1,Offer E,Yes,10.98,No,NaN,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,NaN,20.2,NaN,0,0,10.98,NaN,4,,,,4,20.2
7480-QNVZJ,1,Female,38,No,No,Yes,NaN,3,United States,California,NaN,90717,"33.794209, -118.317354",33.794209,-118.317354,2,Q3,Yes,5,4,None,Yes,42.71,No,Yes,DSL,NaN,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,NaN,Credit Card,56.5,NaN,0,0,170.84,405.94,2,,,,2,56.5
9441-QHEVC,NaN,Female,62,NaN,No,No,NaN,0,NaN,California,NaN,95305,"37.818589, -120.256995",NaN,-120.256995,1,Q3,NaN,NaN,7,NaN,Yes,46.79,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,74.9,NaN,0,0,327.53,868.68,1,,,,1,74.9
8751-EDEKA,1,Female,20,Yes,No,No,NaN,0,United States,California,Los Angeles,90026,"34.078991, -118.263804",NaN,-118.263804,4,Q3,NaN,0,1,None,Yes,10.05,NaN,Yes,Fiber Optic,51,No,No,No,No,NaN,No,No,No,Month-to-Month,NaN,Bank Withdrawal,70.25,70.25,0,10,10.05,90.3,0,,,,0,70.25
4530-NDRKU,1,Male,58,NaN,No,No,No,0,United States,NaN,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,NaN,2,Q3,No,0,2,None,Yes,11.75,No,Yes,Fiber Optic,4,NaN,NaN,No,No,No,No,No,Yes,Month-to-Month,Yes,NaN,67.75,116.65,0,0,23.5,140.15,5,,,,5,67.75
7392-YYPYJ,1,NaN,39,No,No,No,No,0,United States,California,San Diego,92139,NaN,32.677716,-117.047666,5,Q3,No,0,43,Offer B,NaN,19.66,Yes,Yes,Fiber Optic,NaN,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,0,NaN,845.38,NaN,0,,,,0,75.35
3096-WPXBT,1,Female,26,Yes,No,Yes,No,0,United States,California,Corona Del Mar,92625,"33.600987, -117.862734",33.600987,-117.862734,5,Q3,Yes,5,60,None,Yes,14,No,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,NaN,Yes,Two Year,Yes,Bank Withdrawal,80.6,4946.7,0,0,840,5786.7,0,,,,0,80.6
1725-IQNIY,1,Male,42,No,NaN,Yes,Yes,NaN,United States,California,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,NaN,Q3,Yes,2,72,Offer A,Yes,11.66,Yes,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,NaN,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0,0,NaN,8881.17,0,,,,0,112.25
6173-ITPWD,1,Female,40,No,No,No,No,NaN,United States,NaN,Harbor City,90710,"33.798266, -118.300237",33.798266,-118.300237,NaN,NaN,NaN,0,41,Offer B,Yes,36.47,Yes,Yes,DSL,8,No,Yes,No,No,No,No,No,Yes,One Year,Yes,NaN,56.3,NaN,0,0,1495.27,3859.27,0,,,,0,56.3
1730-ZMAME,1,Female,60,No,No,Yes,No,NaN,United States,California,Los Angeles,90003,"33.964131, -118.272783",33.964131,-118.272783,NaN,Q3,Yes,NaN,NaN,Offer B,Yes,16.39,Yes,Yes,Fiber Optic,14,Yes,Yes,No,NaN,Yes,No,No,Yes,NaN,Yes,Bank Withdrawal,94.75,5597.65,0,0,967.01,6564.66,0,,,,0,94.75
4654-ULTTN,NaN,Female,38,No,NaN,No,No,NaN,NaN,California,Biola,93606,NaN,NaN,-120.019511,3,Q3,No,0,7,None,Yes,15.84,No,Yes,NaN,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,438.9,NaN,0,110.88,549.78,0,,,,0,61.4
4137-JOPHL,1,Female,61,No,No,Yes,NaN,0,United States,California,Cathedral City,92234,"33.829583, -116.474131",33.829583,NaN,NaN,Q3,Yes,NaN,64,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18,No,NaN,NaN,Yes,Yes,NaN,NaN,Yes,Two Year,Yes,Bank Withdrawal,105.4,6794.75,32.24,0,3152.64,9915.15,0,,,,0,105.4
8221-EQDGL,1,Female,42,No,NaN,Yes,Yes,2,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275,4,Q3,Yes,9,45,None,Yes,21.73,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20,886.4,0,0,977.85,1864.25,0,,,,0,20
4635-EJYPD,1,Female,NaN,No,No,No,NaN,0,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709,3,Q3,No,0,23,Offer D,Yes,NaN,NaN,Yes,DSL,3,No,No,No,Yes,Yes,Yes,Yes,NaN,NaN,NaN,Credit Card,73.75,1756.6,0,NaN,805.69,2562.29,0,,,,0,73.75
5012-YSPJJ,NaN,Male,71,No,Yes,Yes,Yes,1,United States,California,Colusa,95932,"39.273096, -122.050763",NaN,NaN,3,Q3,Yes,1,58,Offer B,Yes,18.43,Yes,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,NaN,0,130,1068.94,6324.69,0,,,,0,89.85
5143-WMWOG,1,NaN,23,Yes,No,Yes,No,0,NaN,California,Oak Park,NaN,"34.19225, -118.776874",34.19225,NaN,3,Q3,Yes,1,20,None,Yes,NaN,NaN,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,393.15,0,0,559.2,952.35,0,,,,0,20.35
8201-AAXCB,1,NaN,43,No,NaN,Yes,NaN,3,NaN,California,Seaside,93955,NaN,36.625114,-121.823565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
6198-PNNSZ,1,Female,64,NaN,No,NaN,No,0,United States,California,Pasadena,91104,NaN,34.165383,-118.123752,NaN,Q3,No,NaN,11,None,Yes,2.95,No,Yes,DSL,21,No,NaN,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.1,531.15,NaN,0,32.45,NaN,0,,,,0,51.1
6140-QNRQQ,1,Male,21,Yes,No,NaN,No,0,United States,California,Orange,92868,"33.787796, -117.875928",33.787796,NaN,3,NaN,No,0,16,None,Yes,38.32,No,Yes,Fiber Optic,82,No,No,No,Yes,No,NaN,No,Yes,Month-to-Month,Yes,Credit Card,74.55,1170.5,0,0,613.12,1783.62,0,,,,0,74.55
9927-DSWDF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,NaN,92036,NaN,32.980678,-116.262854,1,NaN,Yes,1,5,None,Yes,11.54,Yes,Yes,Fiber Optic,NaN,No,NaN,No,NaN,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,385,0,0,57.7,NaN,1,,,,1,80.15
6583-KQJLK,1,Female,37,No,No,No,No,0,NaN,NaN,NaN,92501,"33.994676, -117.372498",33.994676,-117.372498,5,Q3,No,0,3,None,Yes,NaN,No,NaN,Cable,13,No,NaN,No,No,No,No,No,No,NaN,No,Credit Card,44.75,148.05,0,10,104.67,262.72,0,,,,0,44.75
6064-PUPMC,1,Male,31,No,NaN,Yes,NaN,0,NaN,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
7825-ECJRF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Biggs,95917,"39.457388, -121.818201",NaN,-121.818201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
8713-IGZSO,NaN,Female,NaN,Yes,No,Yes,Yes,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,Q3,Yes,1,NaN,NaN,Yes,25.54,Yes,No,None,0,No,No,No,No,NaN,No,NaN,No,NaN,Yes,Credit Card,25.6,NaN,0,0,587.42,1102.17,0,,,,0,25.6
5451-YHYPW,1,Male,NaN,No,Yes,Yes,No,0,United States,California,Albion,95410,"39.225694, -123.717354",39.225694,-123.717354,NaN,Q3,Yes,6,23,None,Yes,46.82,No,Yes,Fiber Optic,11,No,No,No,No,NaN,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,0,30,1076.86,3224.11,0,,,,0,90.45
1090-ESELR,1,Female,74,No,Yes,Yes,No,0,United States,California,Glencoe,95232,"38.358464, -120.579304",NaN,-120.579304,2,Q3,Yes,1,3,Offer E,NaN,3.29,NaN,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,80.4,224.05,0,0,9.87,NaN,3,,,,3,80.4
5882-CMAZQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,Yes,1,NaN,None,Yes,27.82,No,Yes,DSL,NaN,No,No,No,No,No,NaN,Yes,Yes,One Year,No,Credit Card,53.65,696.35,0,0,333.84,1030.19,1,,,,1,53.65
1356-MKYSK,1,Male,43,No,NaN,No,NaN,0,United States,California,NaN,95620,"38.392821, -121.799917",38.392821,-121.799917,1,Q3,No,0,4,None,Yes,13.02,No,Yes,NaN,NaN,No,No,No,No,NaN,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,70.2,237.95,0,0,52.08,290.03,1,,,,1,70.2
2933-FILNV,1,Male,29,Yes,No,No,No,0,NaN,California,Long Beach,NaN,"33.797638, -118.11662",NaN,-118.11662,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
4566-NECEV,NaN,Female,NaN,No,No,No,NaN,NaN,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,3,Q3,NaN,0,41,None,Yes,37.46,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,NaN,0,1535.86,NaN,0,,,,0,19.75
5986-WWXDV,1,Female,29,NaN,No,Yes,NaN,2,United States,California,NaN,94925,"37.924014, -122.511694",37.924014,-122.511694,3,NaN,Yes,8,43,None,Yes,5.25,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,99.3,4209.95,0,0,225.75,4435.7,0,,,,0,99.3
3620-EHIMZ,1,Female,56,NaN,No,Yes,NaN,0,United States,California,Sequoia National Park,93262,"36.527243, -118.594938",36.527243,-118.594938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
7534-BFESC,1,Female,48,No,NaN,No,No,0,United States,NaN,Green Valley Lake,92341,"34.244411, -117.072654",34.244411,NaN,5,Q3,No,0,NaN,None,Yes,NaN,Yes,Yes,Fiber Optic,4,No,Yes,NaN,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0,40,930.96,3465.61,0,,,,0,104.15
4816-LXZYW,1,Male,66,No,Yes,No,No,0,NaN,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,3,NaN,No,0,2,None,No,0,No,Yes,DSL,6,No,No,No,No,NaN,No,No,Yes,Month-to-Month,NaN,Credit Card,24.45,47.5,0,0,0,47.5,1,,,,1,24.45
4940-KHCWD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Morro Bay,93442,"35.369553, -120.763864",35.369553,-120.763864,NaN,Q3,No,0,22,Offer D,Yes,5.28,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,NaN,Credit Card,26.25,605.9,0,0,116.16,722.06,0,,,,0,26.25
0430-IHCDJ,NaN,Male,48,NaN,No,NaN,Yes,2,United States,California,NaN,92587,"33.69887, -117.25071",33.69887,NaN,5,Q3,Yes,6,67,None,Yes,5.48,No,No,None,0,NaN,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1284.2,0,0,367.16,1651.36,0,,,,0,19.4
2239-CFOUJ,1,Male,74,No,Yes,Yes,No,0,United States,California,La Canada Flintridge,NaN,"34.234912, -118.153729",34.234912,-118.153729,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
3359-DSRKA,1,Male,44,No,No,Yes,No,0,United States,California,Occidental,95465,NaN,38.415003,-122.998726,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
2400-XIWIO,1,Male,38,No,NaN,Yes,No,0,United States,California,Tarzana,91356,"34.157137, -118.548511",34.157137,-118.548511,2,Q3,Yes,1,70,None,Yes,39.63,No,Yes,Fiber Optic,NaN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0,0,2774.1,NaN,4,,,,4,109.5
2040-OBMLJ,1,Female,NaN,No,NaN,No,NaN,0,United States,NaN,San Jose,NaN,"37.233226, -121.78809",37.233226,NaN,3,Q3,No,0,38,None,Yes,46.18,Yes,NaN,None,0,No,No,NaN,No,No,No,No,No,NaN,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,0,,,,0,24.25
5073-WXOYN,1,Female,36,No,No,No,No,0,United States,California,NaN,96010,NaN,40.775272,-123.287414,4,Q3,No,0,54,NaN,Yes,34.27,No,Yes,NaN,20,NaN,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,NaN,100.05,5299.65,NaN,0,1850.58,NaN,0,,,,0,100.05
3978-YNKDD,1,Male,55,No,No,No,No,0,United States,NaN,Middletown,95461,NaN,38.787446,-122.58675,5,Q3,No,0,1,None,Yes,42.19,No,Yes,Cable,29,No,No,No,NaN,NaN,Yes,Yes,Yes,Month-to-Month,Yes,NaN,62.8,62.8,0,0,42.19,104.99,0,,,,0,62.8
