Age,Married,Gender,Number_of_Dependents(mean/93460.99382 as:0.458579),Zip_Code,Total_Revenue,Satisfication_Score,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Churn_Category
46.78522868,0.466172382,1.507892293,0.458721291,92036,3025.38111,1,1,5,0,1,11.54,1,1,1,20.32366698,0,0.334686232,0,0.284119107,0,0,0,1,30,1,1,80.15,385,0,0,57.7,1
37,0,1,0,92501,262.72,5,0,3,0,1,23.00672558,0,0.774630542,2,13,0,0.334686232,0,0,0,0,0,0,292.0086393,0,2,44.75,148.05,0,10,104.67,0
31,1,2,0,92129,3025.38111,1,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
46.78522868,0.466172382,1.507892293,0.458721291,95917,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,1,1,2,93460.99382,1102.17,5,1,32.40104487,1.390003085,1,25.54,1,0,0,0,0,0,0,0,0.377661216,0,0.346009975,0,292.0086393,1,2,25.6,2259.597129,0,0,587.42,0
46.78522868,1,2,0,95410,3224.11,3.260452152,6,23,0,1,46.82,0,1,1,11,0,0,0,0,0.377661216,1,0,0,365,1,1,90.45,2117.25,0,30,1076.86,0
74,1,1,0,95232,3025.38111,2,1,3,5,0.905519177,3.29,0.417030568,1,1,9,0,0,0,0,1,0,0,1,30,0.578473945,1,80.4,224.05,0,0,9.87,3
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,1030.19,1,1,32.40104487,0,1,27.82,0,1,3,20.32366698,0,0,0,0,0,0.379523662,1,1,365,0,2,53.65,696.35,0,0,333.84,1
43,0,2,0,95620,290.03,1,0,4,0,1,13.02,0,1,1.370243294,20.32366698,0,0,0,0,0.377661216,0,0,1,30,0.578473945,1,70.2,237.95,0,0,52.08,1
29,0,2,0,93460.99382,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,0,1,0.458721291,95979,3025.38111,3,0,41,0,1,37.46,0,0,0,0,0,0,0,0,0,0,0,0,365,1,2,19.75,806.95,2.040018645,0,1535.86,0
29,1,1,2,94925,4435.7,3,8,43,0,1,5.25,1,1,1,59,0,0,1,0,1,1,1,1,292.0086393,1,1,99.3,4209.95,0,0,225.75,0
56,1,1,0,93262,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
48,0,1,0,92341,3465.61,5,0,32.40104487,0,1,23.00672558,1,1,1,4,0,1,0.333333333,0,1,1,1,0,30,1,1,104.15,2494.65,0,40,930.96,0
66,0,2,0,93591,47.5,3,0,2,0,0,0,0,1,3,6,0,0,0,0,0.377661216,0,0,1,30,0.578473945,2,24.45,47.5,0,0,0,1
46.78522868,0.466172382,1.507892293,0.458721291,93442,722.06,3.260452152,0,22,4,1,5.28,1,0,0,0,0,0,0,0,0,0,0,0,730,0.578473945,2,26.25,605.9,0,0,116.16,0
48,0.466172382,2,2,92587,1651.36,5,6,67,0,1,5.48,0,0,0,0,0.284034653,0,0,0,0,0,0,0,730,1,2,19.4,1284.2,0,0,367.16,0
74,1,2,0,93460.99382,3025.38111,1,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
44,1,2,0,95465,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
38,1,2,0,91356,3025.38111,2,1,70,0,1,39.63,0,1,1,20.32366698,1,1,1,1,1,1,1,1,365,1,1,109.5,7534.65,0,0,2774.1,4
46.78522868,0,1,0,93460.99382,2633.63,3,0,38,0,1,46.18,1,0.774630542,0,0,0,0,0.333333333,0,0,0,0,0,292.0086393,1,1,24.25,914.4,35.61,0,1754.84,0
36,0,1,0,96010,3025.38111,4,0,54,1.390003085,1,34.27,0,1,1.370243294,20,0.284034653,1,0,0,1,1,1,1,365,1,1.505276226,100.05,5299.65,2.040018645,0,1850.58,0
55,0,2,0,95461,104.99,5,0,1,0,1,42.19,0,1,2,29,0,0,0,0.284119107,0.377661216,1,1,1,30,1,1.505276226,62.8,62.8,0,0,42.19,0
62,1,2,0,92116,3025.38111,5,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
72,0,2,0,91020,4956.9,4,0,57,2,1,9.1,1,1,3,20.32366698,0,1,1,0,1,1,0,1,292.0086393,1,1,79.75,4438.2,0,0,518.7,0
71,0,2,0,91913,57.81,4,0,1,5,1,23.00672558,0,1,3,21,0,0,0,0,0,0,0,1,730,0,1,46.3,46.3,0,0,11.51,0
75,1,1.507892293,0,91913,5515.92,4,1,32.40104487,0,1,26.82,1,0.774630542,2,18,1,1,1,1,0,0,0.346009975,1,365,1,2,68.45,4014,0,0,1501.92,0
46.78522868,0.466172382,1.507892293,0.458721291,92835,3025.38111,3.260452152,1.840825123,7,0,1,11.01,0.417030568,1,2,20.32366698,0,1,0,0,0,0,0,1,730,1,2,51.3,2259.597129,0,0,77.07,0
26,0,1.507892293,0,96093,206.35,3.260452152,0,5,0,1,23.00672558,0,0.774630542,0,0,0,0,0,0,0,0,0,0,30,0,1.505276226,20.05,95.55,0,0,110.8,0
42,0,1.507892293,0,93460.99382,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
32,1,1,0,93460.99382,3025.38111,1,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,124.01,1,1.840825123,32.40104487,5,1,5.33,0,1,1.370243294,52,1,0,1,0,0,0,0,1,30,1,3,55.1,113.35,0,0,10.66,1
34,1,1,0,95257,976.02,3,1.840825123,32.40104487,0,1,29.49,0,1,3,2,0,0,0,0,0,0,0,1,365,0,1,43.8,592.65,0,6.506550218,383.37,0
39,0,1,0.458721291,93518,84.75,3,0,1,5,1,9.05,0,1,1,21,0,1,0,0,0,0,0,1,30,0.578473945,1,75.7,2259.597129,2.040018645,0,9.05,3
42,0,2,0,95567,298.45,1,0,32.40104487,0,0,0,0,1,3,30,0.284034653,0,0,0,0,1,0.346009975,1,30,0.578473945,2,33.9,298.45,0,0,0,3
38,1,2,3,93460.99382,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
62,1,1,0,92109,336.5,3,1,6,0,1,31.7,0,0,0,0,0,0,0,0,0,0,0,0,292.0086393,0,1,64.19761171,2259.597129,0,6.506550218,190.2,1
77,0,1.507892293,0,93637,5751.52,3,0,57,0,1,2.21,0.417030568,1,1,11,1,0,0,1,0,1,1,1,730,0,1,64.19761171,5625.55,0,0,125.97,0
55,1,2,0,93727,7175.19,3.260452152,8,72,0,1,5.32,0.417030568,1,3,20.32366698,1,1,1,1,1,1,1,0.666460778,730,1,2,92,6782.15,0,10,383.04,0
28,0,1,0,93704,6281.33,3,0,67,1.390003085,1,35.99,0.417030568,0.774630542,3,73,1,1,0,1,0,0,0,1,365,0.578473945,2,60.5,3870,2.040018645,0,2411.33,0
79,0,1,0,92109,198,3,0,5,0,0,0,0,1,3,15,0.284034653,0,0,0,1,0.379523662,0,1,30,0,1,45.7,198,0,0,0,1
71,0,1,0.458721291,90723,127.5,2,0,1,0,1,42.5,0,1,1,8,0,0,1,0,0,1,0,1,30,1,1,85,85,0,0,751.9429664,2
71,0.466172382,1.507892293,0,91356,5026.11,4,0,48,0,1,5.87,1,1,1,20.32366698,0,1,0.333333333,0,1,1,0,1,365,0.578473945,1,99,4744.35,0,0,751.9429664,0
46.78522868,1,1.507892293,0,93460.99382,126.07,1,0,4,5,1,12.43,0,0,0,0,0,0,0.333333333,0,0,0,0,0.666460778,30,0,2,20.35,76.35,0,0,49.72,4
28,0,2,3,91344,174.8,5,0,8,0,1,23.00672558,0,0,0,0,0,0,0,0,0,0.379523662,0,0,292.0086393,0.578473945,1,19.45,2259.597129,0,0,15.6,0
25,0.466172382,2,0,94611,8275.19,4,0,63,2,1,22.73,1,0.774630542,1,73,0,0.334686232,0,0.284119107,1,1,1,0,30,0,1,105.4,6713.2,0,130,1431.99,0
61,0.466172382,2,0.458721291,95914,2501.54,3.260452152,10,24,3,1,23.00672558,0,1,1.370243294,30,1,0,0,1,1,1,1,1,292.0086393,0.578473945,1,74.4,1712.9,0,0,751.9429664,0
72,0,1.507892293,0.458721291,95497,3025.38111,1,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
46.78522868,0,1,0,93518,2333.62,3,0,32.40104487,0,0.905519177,23.00672558,0,1,1.370243294,9,1,1,0,0,0,0,0,1,30,1,2,56.7,1652.95,0,0,680.67,0
58,0,2,1,93460.99382,6966.87,4,0,54,0,1,20.93,0.417030568,1,1.370243294,11,1,1,0,1,1,0.379523662,1,0,365,1,1,105.85,5826.65,0,10,1130.22,0
21,0,1,0,93460.99382,1622.06,3,0,23,0,1,43.77,0.417030568,0,0,20.32366698,0,0,0,0.284119107,0,0,0,0,365,0,2,24.8,615.35,0,0,1006.71,0
28,0,1,0,92806,3025.38111,1,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
19,1,1,0.458721291,93591,1404.86,5,2,32.40104487,0,1,23.00672558,0,0,0,20.32366698,0,0,0,0,0,0,0,0,730,0,2,64.19761171,935.9,0,0,468.96,0
46.78522868,0.466172382,1.507892293,0.458721291,93657,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
60,1,1,2,95568,1921.97,5,6,48,2,1,18.64,0,0,0,0,0,0,0,0,0,0,0,0,730,0,1,64.19761171,1027.25,0,0,894.72,0
57,0.466172382,2,0,92694,363.93,3,0,3,5,1,23.00672558,1,1,1,6,0,0,1,0,1,1,1,1,30,1,1,101.55,298.35,0,0,65.58,2
76,1,2,0,93460.99382,1188.46,3.260452152,1.840825123,13,4,1,1.47,0,1,1,5,0,0.334686232,0,0.284119107,0,1,0,1,30,1,1.505276226,89.05,1169.35,0,0,19.11,1
46.78522868,0,1,0,93510,257.1,5,0,5,0,1,10.99,0,1,3,29,0,0,0,0.284119107,0,0,0,1,30,1,2,44.05,202.15,0,0,54.95,0
57,1,2,0,93460.99382,1270.55,3.260452152,1,14,1.390003085,1,44.95,0.417030568,1,3,19,0,0,0.333333333,0,0,0,0.346009975,1,292.0086393,0,1,44.6,641.25,0,0,629.3,0
21,1,1,1,94931,3712.51,4,8,61,0,1,42.11,0,0,1.370243294,0,0,0,0,0,0,0,0,0,365,0,1.505276226,19.1,2259.597129,0,0,2568.71,0
26,1,1,0.458721291,96140,1781.88,1,1,13,1.390003085,1,23.00672558,1,1,1,52,0,1,1,0.284119107,0.377661216,0,0,1,30,0,1,64.19761171,1215.6,0,0,751.9429664,5
46.78522868,1,1,0.458721291,92539,2768.85,3.260452152,1,30,3,1,4.82,1,0.774630542,1,41,0,0,0,0.284119107,0,1,1,1,30,1,1,85,2624.25,0,0,144.6,5
46.78522868,1,2,0,92021,8253.59,5,8,72,1.390003085,1,35.07,0,0.774630542,2,53,1,0,1,1,1,1,0.346009975,1,730,1,1,80.8,5728.55,2.040018645,6.506550218,2525.04,0
46.78522868,0,1,0,95916,2265,5,1.840825123,44,0,0,0,0,1,2,3,0.284034653,0,1,0,1,0.379523662,1,1,365,1,1.505276226,49.05,2265,0,0,0,0
46.78522868,1,1,0,93460.99382,2686.71,4,10,71,0,1,18.41,0,0,0,0,0,0,0.333333333,0,0,0.379523662,0.346009975,0,730,0,2,64.19761171,1379.6,0,0,1307.11,0
53,0,2,0,93460.99382,908.9,3,0,32.40104487,0,1,7.74,0,0,1.370243294,0,0,0,0,0.284119107,0,0,0,0,365,1,2,19.15,638,0,0,751.9429664,0
68,0,1,0.458721291,93460.99382,134.91,3,0,1,0,1,43.61,0,1,1,2,0,0,0,0.284119107,1,1,1,1,30,1,1.505276226,91.3,91.3,0,0,43.61,3
22,0,2,0,92111,3025.38111,2,0,1,0,1,19.85,0,0,0,0,0.284034653,0,0,0,0,0,0,0,30,0,2,20.5,20.5,0,0,19.85,3
41,1,1,2,93953,3148.51,3.260452152,9,32.40104487,3,1,9.09,0,1,1.370243294,16,0.284034653,1,1,0.284119107,1,0.379523662,1,0.666460778,730,0,1.505276226,84.75,2839.45,0,6.506550218,309.06,0
41,1,1,0,93460.99382,5179.55,3.260452152,1,48,2,0.905519177,23.95,1,1,1,30,0,0,0,0,0,1,1,1,365,0.578473945,1.505276226,82.05,4029.95,0,6.506550218,1149.6,1
46.78522868,0,1.507892293,0,94546,772.84,3,0,6,5,1,46.59,0,1,3,7,0.284034653,0,0.333333333,1,1,1,1,0,30,0,2,78.65,483.3,0,6.506550218,279.54,0
49,1,1,0,90044,10642.35,4,6,72,1,1,46.1,1,1,1,23,0.284034653,1,0.333333333,0,1,1,0.346009975,1,365,1,1,64.19761171,7323.15,0,0,3319.2,0
46.78522868,0.466172382,1,0.458721291,91316,3025.38111,3,0,20,4,1,28.57,0,1,1,15,1,1,0,1,1,0.379523662,0,1,30,1,1,96.55,1901.65,2.040018645,0,571.4,0
30,1,1.507892293,1,93286,3096.21,4,1.840825123,42,0,1,18.93,0,1,3,20.32366698,0.284034653,1,0,0,0,0,0,1,30,0,2,54.5,2301.15,0,0,795.06,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
53,0,2,0,96150,3025.38111,3,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
46.78522868,0,2,0,91745,2717.05,3,0,30,1.390003085,1,4.04,1,1,1,14,1,0,0,0,0,1,0,1,730,1,2,90.5,2595.85,2.040018645,0,121.2,0
71,1,2,0,93460.99382,3025.38111,2,1.840825123,3,1.390003085,1,41.3,1,1,1,2,0,0.334686232,1,0,1,1,0,0.666460778,30,1,1,105.9,334.65,0,0,123.9,3
46.78522868,0,1.507892293,0,94709,1971.49,4,0,18,1.390003085,1,25.7,0,1,1,20.32366698,0,0,1,0,0.377661216,1,0,0,730,1,1,84.95,1443.65,2.040018645,70,462.6,0
46.78522868,1,2,0,95117,3025.38111,4,1.840825123,32.40104487,0,1,47.89,0.417030568,0.774630542,1,9,0,0.334686232,0.333333333,0,1,1,1,1,30,1,2,98.85,2259.597129,0,6.506550218,1532.48,0
46.78522868,0,2,0,90278,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
52,0,1,0,93460.99382,2485.2,3,0,30,0,1,4.22,0,1,3,13,1,1,1,0.284119107,1,0,0,0,365,0,2,74.65,2308.6,0,50,126.6,0
48,0,1,0.458721291,93460.99382,2199.56,3,0,29,3,1,13.74,1,1,3,2,1,1,0,1,0,0.379523662,0,1,292.0086393,0,2,67.45,1801.1,0,0,398.46,0
46.78522868,1,1,3,95338,4500.07,3.260452152,0,47,0,1,30.06,0,1,3,57,0,1,0,1,0,1,0.346009975,0,730,0,1,64.19761171,3007.25,0,80,1412.82,0
46.78522868,0.466172382,1.507892293,0.458721291,91101,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,1,1.507892293,0,93460.99382,2728.74,3,3,58,2,1,27.93,0,0.774630542,0,0,0,0,0,0,0,0,0,0,365,1,1,19.55,1108.8,0,0,1619.94,0
72,0,1,0,95410,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
46.78522868,0.466172382,2,0,93460.99382,5380.05,5,9,56,2,1,35.55,1,1,3,17,0,1,1,0,0,0,0,1,730,0,1.505276226,64.19761171,3389.25,0,0,1990.8,0
73,1,1,0,92028,3142.88,1,5,27,1.390003085,1,10.19,0.417030568,1,1,27,1,0,0,1,1,1,0,1,30,1,1,64.19761171,2867.75,0,0,275.13,1
62,1,2,0,94706,3025.38111,3,1,26,3,1,35.9,0.417030568,1,2,20.32366698,0,0,0.333333333,0,1,0,0,1,30,1,1,83.75,2070.6,0,6.506550218,933.4,1
27,1,2,0.458721291,93460.99382,3025.38111,3,1,62,0,1,39.67,0,1,1,41,1,1,0,0,0.377661216,0,0,1,365,1,2,81.45,4983.05,14.15,0,2459.54,0
70,0,1,0,91711,439.75,3,0,5,5,1,12.27,0,1,1,20,0,0,0,0,0.377661216,1,0,1,30,0,1,78.95,2259.597129,0,0,61.35,3
54,1,2,0,90038,856.75,4,5,12,0,1,45.15,0.417030568,0,0,0,0,0,0.333333333,0,0,0,0,0,365,0,3,26.4,314.95,0,0,541.8,0
46.78522868,1,1,0,93460.99382,4226.78,3,1.840825123,37,0,0.905519177,37.49,1,1,1,29,0,0,1,0.284119107,0,0,0,0.666460778,30,1,2,78.95,2259.597129,0,0,751.9429664,1
79,0,1,0,90712,844.7,3,0,6,0,1,47.35,1,1,1,20.32366698,0,0.334686232,0,0,1,1,0.346009975,1,30,1,1,98.25,560.6,0,0,284.1,3
55,0,1,0,91361,386.33,2,0,3,5,0.905519177,23.00672558,0,1,1,4,0,1,0,0,1,0.379523662,0,1,30,0,1,83.75,2259.597129,2.040018645,0,139.08,3
19,1,2,3,94115,975.9,3,2,15,0,1,46.47,0,0,0,0,0,0,0,0,0,0,0,0,730,0,2,19.35,2259.597129,0,0,697.05,0
22,1,1,0,95370,3546.87,4,4,67,0,1,33.01,0,0,0,0,0,0,0,0,0.377661216,0,0,0,730,0,2,19.65,1335.2,0,6.506550218,2211.67,0
46.78522868,0,2,2,93460.99382,5693.65,4,0,45,1.390003085,1,23.54,1,1,1,12,0.284034653,0,1,0,1,1,1,1,730,0,1,99.7,4634.35,0,6.506550218,1059.3,0
58,1,2,0,95632,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,2
66,0,2,0,93460,3911.52,4,0,42,0,1,13.51,1,1,1,20.32366698,0,1,0,0,0.377661216,0,0,1,365,1,1,79.35,3344.1,0,0,567.42,0
23,1,2,0.458721291,93460.99382,5124.18,3.260452152,1,47,2,1,15.59,0,0.774630542,1,52,1,1,1,0,0,1,1,1,365,1,1.505276226,96.1,4391.45,0,6.506550218,732.73,0
36,0,2,0,93460.99382,2057.44,3.260452152,0,37,0,1,34.37,0.417030568,0,0,0,0,0,0,0.284119107,0,0,0,0,365,0,1.505276226,20.15,785.75,0,0,1271.69,0
50,0,2,0,90250,81.9,3.260452152,0,1,0,1,22.05,0.417030568,1,2,20.32366698,0.284034653,0,0,0,0.377661216,0.379523662,0,0.666460778,30,0.578473945,1,59.85,59.85,0,6.506550218,22.05,3
40,0,2,0,92660,306.15,4,0,5,5,1,42.52,0,0,0,0,0,0,0,0,0,0,0.346009975,0.666460778,30,0.578473945,1,20.65,93.55,0,6.506550218,212.6,0
49,1,1,0,92028,1667.12,3.260452152,1,14,0,1,29.18,1,1,1,19,0,0,1,0,0,0.379523662,0.346009975,1,30,1,1,87.25,2259.597129,0,0,408.52,1
46.78522868,0.466172382,1.507892293,0.458721291,91504,27.96,3,0,32.40104487,1.390003085,1,8.66,0.417030568,0,0,0,0,0,0,0,0,0,0,0,292.0086393,1,2,64.19761171,19.3,0,0,8.66,0
51,0.466172382,2,0,93460.99382,5861.6,5,0,45,2,1,24.75,1,1,1,13,0.284034653,0,1,1,1,1,1,1,30,1,1,103.65,4747.85,0,0,1113.75,0
42,0,1,0.458721291,93206,3025.38111,4,1.840825123,32.40104487,0,1,24.83,0,0.774630542,3,26,0.284034653,0,1,0,0,0,0,1,30,0,2,64.19761171,300.4,0,6.506550218,124.15,0
22,0,1.507892293,1,93460.99382,3828.61,4,0,72,0,1,31.93,0,0,0,0,0,0.334686232,0,0,0,0,0,0,730,0,2,64.19761171,2259.597129,0,0,2298.96,0
47,0,2,0,95959,1307.45,3,0,35,0,1,17.2,0,0,0,0,0,0,0.333333333,0,0,0,0,0,730,0,1,21.45,705.45,0,0,602,0
29,0,2,0,96061,1803.75,1,0,15,4,0.905519177,23.00672558,1,1,1,52,0,0,0,0,0,0,1,0.666460778,30,1,1.505276226,76,1130.85,0,0,672.9,2
52,1,2,3,92595,1416.7,4,1,35,3,1,20.85,0,0,0,0,0.284034653,0,0,0,0.377661216,0,0,0,292.0086393,0,2,19.6,686.95,2.040018645,6.506550218,729.75,0
46.78522868,1,1,0,92070,8713.85,5,1,32.40104487,2,1,36.71,1,1,1.370243294,25,0,1,1,0,1,1,1,0,30,1,1,105.9,6401.25,0,110,2202.6,0
46.78522868,0.466172382,1.507892293,0.458721291,93460.99382,10295.73,3.260452152,7,69,1,1,23.00672558,1,1,1,27,1,0.334686232,1,1,0.377661216,1,1,0,730,1,1,64.19761171,7665.8,0,10,751.9429664,0
55,1,2,1,92595,7440.19,4,0,69,1,1,8.46,1,0.774630542,1,21,0,0,0,1,1,1,1,1,730,0.578473945,1,99.35,6856.45,0,0,583.74,0
46.78522868,1,2,0,95110,3025.38111,4,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
56,0.466172382,1,0,93560,437.85,4,0,10,1.390003085,1,23.84,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,19.9,199.45,0,0,238.4,0
47,0,1,0,93460.99382,372.65,3.260452152,0,4,0,1,45.4,0,1,3,27,0,0.334686232,0,0,0,0,0,1,292.0086393,0,3,45.65,191.05,0,0,751.9429664,1
69,1,2,0,95315,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,1
46.78522868,0.466172382,1.507892293,0.458721291,94118,3001.91,4,0,21,0,1,23.00672558,0,1,1.370243294,27,0,1,1,1,1,1,1,0.666460778,365,0.578473945,2,104.55,2259.597129,0,0,751.9429664,0
46,0,1,0,94963,1024.85,5,0,20,4,1,33.86,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,18.9,347.65,0,0,677.2,0
57,1,2,0,92627,2591.25,2,2,49,0,0,0,0,1,3,5,0,1,0.333333333,0.284119107,1,0.379523662,0.346009975,0,365,1,1,51.8,2541.25,0,50,0,5
19,0,2,0,93460.99382,3025.38111,3.260452152,1.840825123,32.40104487,1.390003085,0.905519177,23.00672558,0.417030568,0.774630542,1.370243294,20.32366698,0.284034653,0.334686232,0.333333333,0.284119107,0.377661216,0.379523662,0.346009975,0.666460778,292.0086393,0.578473945,1.505276226,64.19761171,2259.597129,2.040018645,6.506550218,751.9429664,0
33,0.466172382,1,1,95113,524.31,3,0,12,0,0.905519177,23.00672558,0,1,3,16,0,0,0,0.284119107,0,0,0,0,30,1,1,64.19761171,2259.597129,18.21,6.506550218,61.92,4
